file,label,cluster2,cluster3,cluster4,cluster8,cluster10,cluster20,cluster30,cluster50,cluster100
left10272_top16994.jpg,0,1,2,1,5,6,9,2,40,69
left10278_top18840.jpg,0,0,0,0,0,4,16,18,9,60
left10280_top62752.jpg,0,0,0,3,6,5,18,0,17,30
left10282_top197408.jpg,0,0,0,0,0,6,9,23,37,69
left10286_top29420.jpg,0,0,0,0,0,4,7,28,11,57
left10286_top40584.jpg,0,1,2,0,4,8,7,28,11,21
left10286_top6556.jpg,0,0,0,3,6,5,12,12,15,87
left10290_top117172.jpg,0,0,1,2,4,8,13,22,29,22
left10290_top72662.jpg,0,0,0,3,6,8,18,17,47,82
left10294_top123702.jpg,0,1,0,0,5,1,8,29,13,26
left10302_top10018.jpg,0,0,0,3,6,5,1,17,47,70
left10302_top11058.jpg,0,0,0,0,0,4,19,28,11,57
left10306_top24618.jpg,0,0,0,0,0,4,14,24,41,49
left10310_top107698.jpg,0,0,0,0,4,8,18,19,39,91
left10314_top195488.jpg,0,0,0,3,6,6,1,23,22,47
left10314_top34984.jpg,0,0,1,3,1,0,1,25,47,65
left10318_top52328.jpg,0,0,0,0,0,4,14,24,27,50
left10324_top40736.jpg,0,0,0,0,0,4,14,19,27,94
left10326_top8684.jpg,0,0,0,0,0,8,15,17,2,4
left10330_top60930.jpg,0,0,0,0,0,4,16,13,41,50
left10336_top19884.jpg,0,0,0,3,7,3,18,0,17,91
left10350_top61502.jpg,0,0,0,0,0,8,19,6,29,21
left10350_top73576.jpg,0,1,1,2,3,9,2,11,4,56
left10350_top88738.jpg,0,1,1,2,3,9,2,14,30,20
left10358_top161134.jpg,0,0,0,0,7,3,10,29,13,52
left10362_top66774.jpg,0,0,0,0,4,8,7,17,2,82
left10362_top85400.jpg,0,0,1,3,6,0,11,16,45,58
left10366_top71292.jpg,0,0,0,3,6,5,11,16,31,92
left10370_top50804.jpg,0,1,2,0,0,4,16,28,9,76
left10392_top37676.jpg,0,1,2,1,2,2,3,21,42,44
left10396_top145266.jpg,0,0,1,2,7,3,10,26,48,64
left10398_top43066.jpg,0,1,2,1,3,7,4,3,43,80
left10398_top55272.jpg,0,1,2,1,5,6,9,2,40,46
left10398_top80426.jpg,0,0,0,3,6,5,14,0,17,30
left10402_top8020.jpg,0,0,0,0,0,9,5,18,9,36
left10410_top83198.jpg,0,0,0,0,4,8,15,17,8,82
left10414_top76870.jpg,0,1,2,1,5,1,5,29,3,6
left10424_top191038.jpg,0,1,1,2,7,3,4,11,20,32
left10424_top30328.jpg,0,0,0,0,0,4,18,19,1,60
left10438_top194558.jpg,0,0,0,3,6,5,1,25,22,47
left10438_top99776.jpg,0,1,1,2,3,6,9,23,37,28
left10442_top5486.jpg,0,0,0,0,0,4,18,17,39,38
left10450_top36562.jpg,0,0,0,0,0,4,19,19,1,60
left10454_top53234.jpg,0,0,0,3,6,5,11,16,47,70
left10454_top63656.jpg,0,0,0,0,0,4,16,18,9,49
left10454_top82476.jpg,0,0,0,0,0,4,14,24,27,50
left10456_top20702.jpg,0,1,2,1,5,2,8,1,46,5
left10470_top60222.jpg,0,1,0,0,0,4,7,28,11,57
left10474_top20814.jpg,0,1,2,1,4,1,17,1,35,5
left10482_top120678.jpg,0,0,0,3,6,5,11,16,10,17
left10490_top57684.jpg,0,0,0,0,0,4,19,18,36,49
left10494_top37182.jpg,0,0,1,2,7,1,5,29,5,10
left10498_top32402.jpg,0,0,0,3,7,3,10,0,22,47
left10502_top21510.jpg,0,0,0,0,4,8,15,10,39,86
left10506_top10250.jpg,0,0,0,3,6,5,12,12,26,40
left10506_top7696.jpg,0,1,2,0,0,4,7,28,11,57
left10514_top16684.jpg,0,1,0,0,4,8,7,28,11,57
left10518_top42986.jpg,0,0,0,0,0,4,16,24,15,7
left10522_top32182.jpg,0,1,1,2,3,9,19,18,21,36
left10522_top97866.jpg,0,0,1,2,4,8,15,10,2,4
left10526_top21566.jpg,0,1,2,0,5,6,9,19,3,69
left10526_top30124.jpg,0,0,0,3,6,5,18,17,47,70
left10530_top38074.jpg,0,0,1,2,7,8,18,19,1,91
left10534_top33128.jpg,0,0,0,0,0,4,16,13,49,38
left10534_top57484.jpg,0,0,0,3,6,5,18,19,1,7
left10538_top115058.jpg,0,0,1,3,1,0,11,25,28,58
left10538_top39982.jpg,0,0,0,0,0,4,14,24,27,41
left10540_top133608.jpg,0,1,2,1,4,8,13,22,25,22
left10542_top129512.jpg,0,0,1,2,7,3,15,15,2,4
left10542_top86396.jpg,0,0,0,0,0,4,14,24,27,41
left10546_top6448.jpg,0,0,0,0,0,4,18,19,1,91
left10550_top53026.jpg,0,0,0,0,0,4,16,13,49,19
left10550_top75974.jpg,0,0,0,0,0,4,16,18,9,1
left10554_top167522.jpg,0,1,1,2,7,3,13,22,12,22
left10554_top78462.jpg,0,0,0,0,0,4,14,24,8,27
left10558_top22158.jpg,0,0,0,3,4,8,15,17,47,82
left10574_top131098.jpg,0,0,1,3,4,3,1,10,2,84
left10574_top20742.jpg,0,0,1,2,1,0,6,25,22,68
left10574_top34780.jpg,0,0,0,0,7,3,18,0,17,91
left10578_top31322.jpg,0,0,0,0,0,4,14,24,27,42
left10578_top35224.jpg,0,1,0,0,0,4,7,19,39,21
left10580_top19414.jpg,0,1,0,0,5,1,8,29,3,26
left10580_top89022.jpg,0,0,0,0,0,4,16,13,41,38
left10586_top3930.jpg,0,0,0,0,0,4,7,28,11,57
left10598_top60816.jpg,0,0,0,0,7,3,1,10,8,88
left10600_top127640.jpg,0,0,0,0,0,6,16,13,22,83
left10602_top77342.jpg,0,0,0,3,6,5,18,0,17,30
left10610_top15230.jpg,0,0,0,3,6,5,12,12,26,11
left10612_top80670.jpg,0,0,0,0,0,4,14,24,27,41
left10638_top26630.jpg,0,1,1,2,3,6,2,27,37,74
left10644_top30470.jpg,0,0,0,0,0,4,14,24,15,87
left10644_top7008.jpg,0,0,0,0,0,4,7,28,11,57
left10646_top5700.jpg,0,0,0,0,0,4,16,13,49,27
left10650_top139532.jpg,0,0,0,3,6,5,11,16,31,92
left10658_top37218.jpg,0,0,0,0,0,4,18,19,17,91
left10662_top39312.jpg,0,0,0,3,6,5,18,0,17,7
left10662_top75230.jpg,0,0,0,0,5,1,8,29,13,26
left10664_top193588.jpg,0,0,1,2,1,0,1,5,33,18
left10670_top129172.jpg,0,0,0,0,4,8,1,10,8,88
left10670_top7516.jpg,0,0,0,0,0,4,16,13,49,38
left10672_top21026.jpg,0,0,1,2,4,8,15,6,7,2
left10678_top16830.jpg,0,1,2,1,2,7,17,7,0,39
left10680_top2838.jpg,0,0,0,0,0,4,16,13,49,49
left10686_top30488.jpg,0,0,0,3,1,0,18,17,47,53
left10694_top69454.jpg,0,0,0,3,6,5,12,12,15,63
left10700_top32246.jpg,0,0,0,0,0,4,19,18,21,49
left10702_top68214.jpg,0,1,2,1,5,6,9,4,43,13
left10704_top55804.jpg,0,0,0,0,4,8,7,28,11,57
left10706_top55122.jpg,0,1,2,1,4,7,13,22,14,22
left10710_top38090.jpg,0,0,0,0,0,4,19,18,21,49
left10710_top9050.jpg,0,0,0,3,4,8,18,17,47,82
left10712_top7548.jpg,0,0,0,0,0,4,18,19,39,42
left10714_top40716.jpg,0,0,0,0,0,4,16,24,49,50
left10714_top4844.jpg,0,0,0,0,0,4,1,10,8,27
left10714_top8842.jpg,0,0,0,3,6,0,18,9,47,70
left10722_top54418.jpg,0,0,1,3,1,0,1,5,33,37
left10726_top61348.jpg,0,1,2,0,4,8,7,10,8,0
left10726_top6804.jpg,0,0,0,3,6,5,18,17,47,70
left10730_top40212.jpg,0,0,0,0,0,4,16,13,41,51
left10732_top9512.jpg,0,0,0,3,1,0,15,17,2,4
left10734_top101378.jpg,0,1,1,2,4,8,5,29,3,10
left10736_top27912.jpg,0,0,0,0,0,4,16,24,41,76
left10738_top37582.jpg,0,0,0,0,0,4,14,28,39,57
left10738_top62888.jpg,0,0,0,0,4,8,7,28,39,57
left10750_top10506.jpg,0,1,2,0,0,4,16,18,9,76
left10754_top17818.jpg,0,0,0,0,4,8,7,28,11,57
left10758_top43002.jpg,0,1,2,1,2,2,3,8,34,78
left10758_top72564.jpg,0,0,0,0,0,4,18,17,39,7
left10758_top90072.jpg,0,0,0,0,0,4,16,19,1,60
left10760_top87374.jpg,0,0,0,0,7,3,10,20,8,64
left10778_top37794.jpg,0,0,0,0,4,8,19,28,21,21
left10778_top54526.jpg,0,0,0,0,4,8,7,28,11,57
left10778_top76070.jpg,0,0,0,0,0,4,18,19,1,60
left10782_top3720.jpg,0,0,0,0,0,8,7,10,8,27
left10782_top62344.jpg,0,1,2,1,2,7,17,8,14,59
left10786_top115060.jpg,0,0,1,2,3,9,2,27,4,56
left10790_top138788.jpg,0,0,0,0,0,9,19,18,37,74
left10814_top11298.jpg,0,0,0,0,0,4,14,24,41,76
left10814_top33812.jpg,0,0,0,0,0,8,1,10,8,1
left10814_top7318.jpg,0,0,1,2,7,3,18,20,1,91
left10822_top132004.jpg,0,0,0,3,6,5,18,0,17,7
left10824_top16206.jpg,0,0,1,2,7,3,0,15,45,17
left10826_top151096.jpg,0,1,2,1,3,7,17,14,35,66
left10838_top59166.jpg,0,1,0,0,0,4,16,13,49,38
left10844_top8488.jpg,0,0,0,3,6,5,12,16,31,67
left10846_top29686.jpg,0,0,1,3,1,3,1,5,33,37
left10848_top63422.jpg,0,1,1,2,3,9,2,14,30,20
left10850_top87274.jpg,0,0,0,3,6,5,18,19,47,7
left10856_top17046.jpg,0,0,0,0,0,4,1,10,8,27
left10862_top64676.jpg,0,1,1,2,4,8,15,6,7,62
left10864_top88058.jpg,0,0,1,2,7,3,0,26,45,81
left10866_top132140.jpg,0,0,1,2,1,0,6,5,2,37
left10880_top27030.jpg,0,0,1,2,1,9,6,27,18,89
left10882_top52502.jpg,0,0,0,0,0,4,14,24,41,50
left10894_top4024.jpg,0,0,1,2,7,9,1,20,21,9
left10898_top37108.jpg,0,1,1,2,3,9,19,14,21,20
left10900_top6230.jpg,0,0,0,0,0,4,14,24,27,50
left10902_top166564.jpg,0,1,2,1,2,2,17,8,34,78
left10906_top23744.jpg,0,1,2,1,2,7,17,8,14,99
left10906_top76392.jpg,0,0,0,0,0,4,14,24,27,94
left10922_top13508.jpg,0,1,2,1,5,1,4,2,46,35
left10930_top45976.jpg,0,0,0,3,6,5,12,5,10,97
left10936_top104548.jpg,0,1,2,2,4,8,15,6,7,62
left10942_top128020.jpg,0,0,0,0,0,4,16,13,15,38
left10952_top28738.jpg,0,0,0,0,0,4,16,13,49,38
left10952_top7632.jpg,0,1,2,0,0,4,7,28,11,57
left10954_top36926.jpg,0,0,0,3,6,5,1,5,15,63
left10962_top35336.jpg,0,0,0,3,7,0,0,17,45,17
left10964_top129974.jpg,0,0,0,3,6,5,12,12,44,24
left10964_top73924.jpg,0,0,1,2,4,8,15,9,7,93
left10982_top121972.jpg,0,0,1,2,1,0,6,9,28,68
left10990_top180098.jpg,0,0,0,0,0,4,16,13,41,38
left10992_top78556.jpg,0,0,1,0,0,9,5,20,24,9
left10994_top132644.jpg,0,1,2,1,1,6,13,3,32,12
left10994_top178636.jpg,0,0,0,0,0,4,16,13,41,83
left11002_top8060.jpg,0,0,0,0,0,4,16,13,39,38
left11004_top122008.jpg,0,0,0,2,7,3,10,26,48,25
left11006_top75942.jpg,0,0,0,3,6,5,18,19,17,91
left11008_top42890.jpg,0,0,0,0,5,1,5,29,13,52
left11008_top43058.jpg,0,0,0,0,0,4,7,28,11,57
left11010_top51168.jpg,0,0,0,0,0,4,18,19,1,53
left11018_top61646.jpg,0,0,0,3,7,0,18,17,47,17
left11020_top200062.jpg,0,0,0,3,1,0,1,20,45,17
left11022_top28094.jpg,0,0,0,3,6,5,12,5,10,87
left11022_top81610.jpg,0,0,0,0,0,4,14,24,27,27
left11028_top78750.jpg,0,0,1,0,7,9,5,20,8,9
left11032_top112724.jpg,0,1,2,1,2,2,3,21,42,44
left11036_top2232.jpg,0,0,0,3,6,5,18,17,17,82
left11040_top9430.jpg,0,0,1,2,1,3,6,25,22,47
left11044_top128256.jpg,0,1,2,0,5,1,5,7,3,8
left11052_top14898.jpg,0,1,2,1,2,2,3,21,23,85
left11054_top199304.jpg,0,1,2,1,5,6,9,2,40,90
left11056_top77632.jpg,0,0,1,3,1,0,1,5,33,18
left11058_top16898.jpg,0,0,0,0,7,3,5,20,13,9
left11074_top132886.jpg,0,1,0,0,5,1,8,29,13,26
left11078_top164708.jpg,0,1,0,0,0,6,16,13,40,46
left11102_top2876.jpg,0,0,0,0,0,4,19,19,1,36
left11102_top3550.jpg,0,1,0,0,0,4,16,18,9,36
left11106_top4932.jpg,0,0,0,3,6,5,18,0,17,30
left11108_top90454.jpg,0,1,2,1,2,2,3,1,42,39
left11116_top117958.jpg,0,0,1,2,1,0,6,27,28,89
left11122_top105120.jpg,0,1,2,0,4,8,7,28,11,86
left11122_top7322.jpg,0,1,2,0,4,8,13,10,8,1
left11126_top132080.jpg,0,1,2,0,5,1,8,29,13,52
left11128_top48770.jpg,0,1,1,0,5,9,5,11,36,10
left11128_top51718.jpg,0,0,0,0,0,4,14,24,15,50
left11128_top57936.jpg,0,0,0,0,0,4,7,28,11,49
left11128_top86858.jpg,0,0,0,3,7,3,1,20,8,64
left11132_top114818.jpg,0,0,1,2,7,0,0,15,12,71
left11136_top61836.jpg,0,1,2,0,0,4,7,28,11,76
left11138_top53502.jpg,0,1,2,1,2,2,17,8,34,95
left11140_top24002.jpg,0,1,1,2,3,9,2,11,4,56
left11144_top75418.jpg,0,1,2,1,3,7,17,7,0,75
left11154_top71114.jpg,0,1,1,2,3,7,17,14,30,62
left11156_top24794.jpg,0,0,0,0,0,4,14,28,11,57
left11172_top16488.jpg,0,0,0,0,0,4,14,10,8,94
left11174_top15708.jpg,0,0,0,0,7,3,1,20,24,9
left11176_top27866.jpg,0,0,0,0,0,4,16,13,41,76
left11184_top62818.jpg,0,0,1,2,1,6,1,25,28,58
left11190_top5646.jpg,0,1,2,0,5,1,8,29,9,36
left11194_top39378.jpg,0,0,0,0,0,4,19,19,29,21
left11200_top146722.jpg,0,0,1,2,4,8,15,10,6,61
left11206_top21014.jpg,0,0,0,3,6,8,18,17,47,70
left11206_top33162.jpg,0,0,0,3,4,8,18,17,39,82
left11208_top105780.jpg,0,0,0,3,6,5,1,5,10,63
left11212_top50440.jpg,0,0,0,0,4,8,15,17,2,2
left11212_top60020.jpg,0,1,2,0,5,1,5,18,9,36
left11216_top5166.jpg,0,0,0,0,0,4,14,24,41,27
left11232_top32446.jpg,0,0,1,2,7,8,19,6,29,21
left11238_top8944.jpg,0,0,0,0,0,4,18,19,1,1
left11240_top17342.jpg,0,0,0,0,0,8,14,28,29,82
left11246_top123348.jpg,0,1,2,1,5,6,9,7,3,59
left11246_top32284.jpg,0,0,0,0,0,4,16,18,9,49
left11246_top85048.jpg,0,0,0,3,6,5,11,16,44,67
left11250_top64862.jpg,0,1,2,2,4,8,13,10,0,86
left11256_top45072.jpg,0,0,0,0,0,4,16,13,22,19
left11260_top54438.jpg,0,0,0,0,4,8,19,17,39,82
left11262_top12836.jpg,0,0,0,0,0,4,5,20,8,9
left11262_top22174.jpg,0,0,0,3,6,5,12,0,17,30
left11266_top43470.jpg,0,0,1,3,1,0,0,5,45,17
left11268_top109504.jpg,0,0,1,2,5,1,5,29,24,10
left11270_top82764.jpg,0,0,0,0,0,4,14,17,39,4
left11274_top9954.jpg,0,0,1,2,1,3,6,25,22,47
left11276_top25792.jpg,0,0,0,0,0,4,7,28,11,57
left11276_top4472.jpg,0,0,0,0,0,4,19,18,1,36
left11280_top21726.jpg,0,1,2,1,2,2,3,21,42,90
left11282_top40298.jpg,0,0,0,0,0,4,18,19,39,42
left11282_top88224.jpg,0,0,0,0,0,4,16,13,49,50
left11284_top38928.jpg,0,0,0,0,0,6,16,13,37,1
left11290_top44618.jpg,0,1,2,1,2,7,17,8,34,78
left11294_top11612.jpg,0,1,2,1,2,2,3,2,32,19
left11310_top25358.jpg,0,0,1,2,1,3,4,23,22,47
left11310_top53078.jpg,0,0,0,0,0,4,14,29,13,94
left11312_top37470.jpg,0,0,0,0,7,6,10,25,22,47
left11312_top85582.jpg,0,0,0,0,0,4,16,24,41,83
left11314_top10822.jpg,0,1,1,2,4,8,19,6,29,21
left11318_top6108.jpg,0,1,2,0,5,1,8,1,9,36
left11320_top123566.jpg,0,0,0,3,1,0,11,25,2,84
left11326_top3984.jpg,0,1,2,0,0,4,19,18,9,36
left11356_top17948.jpg,0,1,2,1,2,2,9,2,32,12
left11358_top19082.jpg,0,1,2,1,4,8,13,19,32,45
left11366_top94438.jpg,0,0,0,0,0,4,19,18,21,49
left11378_top134718.jpg,0,1,1,2,1,6,6,3,28,89
left11378_top195814.jpg,0,1,0,0,5,1,5,29,3,8
left11390_top4966.jpg,0,1,0,0,0,4,19,18,9,36
left11400_top5882.jpg,0,0,0,3,6,4,18,17,39,82
left11402_top88314.jpg,0,0,0,3,6,5,1,17,15,97
left11404_top5658.jpg,0,0,0,0,0,4,1,10,8,27
left11408_top28556.jpg,0,0,1,2,7,3,10,26,20,32
left11408_top55460.jpg,0,0,0,0,0,8,18,19,39,42
left11416_top83644.jpg,0,1,0,0,0,4,7,28,11,76
left11424_top85946.jpg,0,0,0,0,0,4,14,24,8,27
left11426_top82308.jpg,0,1,0,0,0,4,7,28,49,50
left11434_top16186.jpg,0,0,0,3,6,5,11,0,17,17
left11438_top56812.jpg,0,0,0,0,0,4,16,18,9,51
left11444_top129086.jpg,0,1,1,2,3,3,0,11,20,23
left11444_top18056.jpg,0,1,2,1,5,1,17,4,35,6
left11446_top24614.jpg,0,1,2,1,4,8,13,22,32,22
left11446_top62628.jpg,0,0,0,0,4,8,18,17,39,42
left11454_top16570.jpg,0,0,0,0,0,6,16,13,49,83
left11454_top55118.jpg,0,0,1,3,7,0,0,17,45,17
left11458_top15414.jpg,0,1,0,0,0,4,19,18,21,49
left11458_top72704.jpg,0,0,0,3,6,5,11,16,31,92
left11466_top88760.jpg,0,0,0,0,0,4,16,19,39,42
left11482_top28788.jpg,0,1,2,0,5,1,5,29,5,6
left11486_top13596.jpg,0,0,0,3,6,5,11,16,47,70
left11494_top10014.jpg,0,0,0,0,0,4,16,18,21,49
left11494_top32310.jpg,0,0,0,3,6,5,18,17,39,42
left11500_top52146.jpg,0,0,0,0,0,4,14,10,8,27
left11504_top195518.jpg,0,1,2,1,2,2,3,8,34,78
left11504_top71568.jpg,0,0,0,0,4,8,18,17,39,82
left11506_top31016.jpg,0,0,0,0,0,4,18,19,39,7
left11520_top11114.jpg,0,0,1,2,7,9,5,20,24,9
left11526_top59534.jpg,0,0,0,0,0,4,16,13,49,38
left11532_top19788.jpg,0,0,0,0,4,8,19,28,29,21
left11532_top88054.jpg,0,0,0,3,6,5,12,12,26,87
left11546_top10246.jpg,0,0,0,3,6,5,18,17,47,91
left11546_top115778.jpg,0,0,0,0,0,4,16,23,2,4
left11548_top98996.jpg,0,0,1,2,1,0,6,27,18,77
left11552_top23616.jpg,0,1,2,0,4,4,7,13,32,19
left11556_top81438.jpg,0,0,0,0,0,4,16,17,39,82
left11562_top50738.jpg,0,1,2,2,4,8,15,22,35,93
left11578_top37290.jpg,0,0,0,0,0,4,16,18,9,49
left11582_top62186.jpg,0,0,1,2,1,0,0,9,38,79
left11590_top35822.jpg,0,0,0,3,4,8,18,17,47,82
left11590_top3742.jpg,0,0,0,0,0,4,14,24,27,41
left11592_top40952.jpg,0,0,1,3,1,0,6,25,22,37
left11594_top88712.jpg,0,0,0,0,0,4,16,13,49,38
left11600_top79252.jpg,0,0,0,0,1,4,18,19,1,60
left11604_top6628.jpg,0,0,0,0,0,4,18,19,1,91
left11606_top3658.jpg,0,0,0,3,7,3,18,17,47,82
left11608_top2910.jpg,0,1,0,0,0,4,16,28,11,50
left11612_top49006.jpg,0,0,0,3,6,5,12,12,15,87
left11616_top80150.jpg,0,0,0,0,0,4,16,18,1,60
left11632_top28410.jpg,0,0,0,0,0,4,16,13,49,57
left11634_top9176.jpg,0,0,0,0,7,3,10,29,13,52
left11640_top175922.jpg,0,0,0,3,7,3,1,5,33,64
left11646_top183422.jpg,0,0,0,3,6,5,11,16,31,92
left11652_top4422.jpg,0,0,0,0,0,4,14,24,27,94
left11660_top79682.jpg,0,0,0,0,0,6,16,19,1,60
left11664_top20414.jpg,0,0,0,3,6,5,12,12,15,70
left11668_top53046.jpg,0,1,2,1,2,2,3,21,23,85
left11678_top54792.jpg,0,0,1,2,3,9,2,27,18,74
left11682_top73524.jpg,0,0,0,0,0,4,18,19,39,42
left11682_top89168.jpg,0,0,0,3,6,5,11,16,47,17
left11684_top53974.jpg,0,0,0,0,0,4,16,24,39,42
left11688_top77344.jpg,0,0,0,3,6,5,18,0,47,30
left11696_top38892.jpg,0,0,1,2,7,9,0,27,18,77
left11696_top46910.jpg,0,0,0,0,0,4,14,24,27,41
left11700_top153520.jpg,0,0,0,3,6,5,12,12,44,24
left11700_top7576.jpg,0,0,0,0,0,4,18,19,1,91
left11702_top26226.jpg,0,0,0,0,0,4,16,13,49,51
left11702_top2976.jpg,0,0,0,0,0,4,14,24,9,27
left11706_top43252.jpg,0,0,0,3,6,5,11,16,47,92
left11708_top61896.jpg,0,1,0,0,0,8,19,28,29,21
left11710_top10520.jpg,0,1,2,0,5,1,8,29,5,6
left11712_top84424.jpg,0,0,0,3,6,5,1,5,33,88
left11720_top95496.jpg,0,0,1,2,7,3,18,19,1,91
left11730_top7392.jpg,0,0,0,0,4,8,7,28,11,57
left11734_top18580.jpg,0,1,2,1,2,2,9,7,40,46
left11736_top118686.jpg,0,0,0,0,5,1,1,10,3,69
left11738_top7050.jpg,0,0,0,0,0,4,18,19,1,91
left11740_top63250.jpg,0,0,1,3,7,3,1,25,33,13
left11740_top82262.jpg,0,0,0,0,4,8,18,17,39,82
left11750_top87150.jpg,0,0,0,0,0,4,16,13,2,38
left11754_top20290.jpg,0,1,0,0,5,4,8,13,49,19
left11756_top135222.jpg,0,1,2,0,2,6,9,13,40,46
left11756_top91438.jpg,0,0,0,0,0,4,14,0,17,7
left11758_top53410.jpg,0,0,1,2,7,3,15,15,19,61
left11766_top49788.jpg,0,0,0,0,4,8,14,19,27,94
left11772_top38572.jpg,0,0,0,0,0,4,14,24,41,27
left11780_top58434.jpg,0,0,0,0,0,4,18,19,1,60
left11780_top93304.jpg,0,0,0,0,0,4,18,17,39,49
left11788_top42866.jpg,0,0,0,0,0,4,16,13,41,51
left11788_top59782.jpg,0,0,0,3,6,0,11,16,47,70
left11792_top36826.jpg,0,0,0,0,4,8,18,19,1,91
left11796_top74282.jpg,0,0,0,3,6,5,11,16,47,70
left11798_top27402.jpg,0,0,0,0,0,4,14,28,27,94
left11802_top37838.jpg,0,1,2,1,4,8,13,22,29,21
left11804_top132920.jpg,0,0,0,3,6,5,11,16,47,67
left11804_top3978.jpg,0,0,0,0,0,4,14,24,27,50
left11808_top33246.jpg,0,1,2,0,0,4,16,18,9,51
left11810_top60864.jpg,0,0,0,3,1,5,1,5,10,63
left11816_top172624.jpg,0,0,0,0,0,4,16,13,3,83
left11822_top81946.jpg,0,0,0,0,0,4,14,19,39,42
left11826_top110736.jpg,0,0,1,3,1,9,6,27,18,77
left11826_top9146.jpg,0,0,0,0,7,3,5,29,13,52
left11830_top73256.jpg,0,1,2,1,2,7,17,3,14,59
left11836_top56090.jpg,0,0,0,0,0,4,16,18,8,27
left11852_top7662.jpg,0,0,0,0,0,4,14,24,27,94
left11856_top78024.jpg,0,0,0,0,0,4,18,19,17,91
left11858_top51048.jpg,0,0,0,0,4,8,7,17,39,82
left11864_top38180.jpg,0,1,2,0,5,1,8,1,46,19
left11864_top52634.jpg,0,1,1,2,1,0,6,3,28,89
left11878_top62674.jpg,0,0,0,3,6,5,12,0,44,30
left11882_top3574.jpg,0,0,0,0,4,8,18,19,1,21
left11882_top87656.jpg,0,1,0,0,0,4,16,13,49,1
left11888_top45368.jpg,0,0,0,3,6,5,1,17,15,87
left11896_top12224.jpg,0,1,2,1,3,7,17,8,14,99
left11896_top13192.jpg,0,1,2,0,4,8,7,28,11,86
left11904_top16980.jpg,0,1,2,1,3,7,17,14,5,59
left11904_top91586.jpg,0,1,2,1,2,7,17,8,14,43
left11908_top54978.jpg,0,0,0,3,6,5,12,12,44,63
left11912_top99460.jpg,0,1,2,1,2,6,9,3,16,43
left11916_top76388.jpg,0,0,0,0,0,9,19,18,21,1
left11928_top53112.jpg,0,0,1,2,1,0,6,27,18,77
